ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Type_of_order,Type_of_vehicle,Time_taken(min)
B96A,MYSRES17DEL03,36,4.6,12.326356,76.619103,12.356356,76.649103,Snack ,motorcycle ,22
9B1B,INDORES17DEL02,23,4.8,22.761226,75.887522,22.841226,75.967522,Meal ,scooter ,19
A6F9,PUNERES09DEL02,30,3.8,18.536562,73.896485,18.666562,74.026485,Snack ,scooter ,32
4D6C,CHENRES06DEL02,38,4.5,13.054347,80.257221,13.104347,80.307221,Meal ,scooter ,29
6E+83,JAPRES12DEL01,29,4.6,26.902908,75.792934,27.012908,75.902934,Snack ,scooter ,21
1A6C,JAPRES11DEL03,27,4.5,26.90294,75.793007,26.99294,75.883007,Buffet ,scooter ,26
3EBD,JAPRES17DEL02,35,4.6,26.892312,75.806896,27.022313,75.936896,Meal ,motorcycle ,51
3419,PUNERES02DEL03,21,4.6,18.55144,73.804855,18.58144,73.834855,Buffet ,motorcycle ,27
7C8C,RANCHIRES06DEL01,25,4.6,23.357804,85.325146,23.397804,85.365146,Meal ,scooter ,17
3311,INDORES07DEL02,39,5,22.722634,75.886959,22.742634,75.906959,Buffet ,electric_scooter ,18
7769,MUMRES06DEL03,27,4.7,19.055831,72.833984,19.115831,72.893984,Buffet ,scooter ,15
C06,COIMBRES09DEL02,35,4.8,11.008638,76.984311,11.028638,77.004311,Drinks ,motorcycle ,27
C7E2,BHPRES18DEL03,29,4.6,23.234631,77.401663,23.264631,77.431663,Snack ,scooter ,30
6371,RANCHIRES14DEL01,32,4.5,0.0,0.0,0.04,0.04,Meal ,motorcycle ,25
2E+57,JAPRES04DEL01,28,5,26.902328,75.794257,26.942328,75.834257,Buffet ,scooter ,21
969C,CHENRES03DEL03,37,4.8,13.091809,80.219104,13.121809,80.249104,Snack ,motorcycle ,12
3F7D,BANGRES010DEL02,36,4.8,12.933298,77.614293,12.983298,77.664293,Snack ,motorcycle ,22
BDA4,VADRES02DEL02,29,4.9,0.0,0.0,0.13,0.13,Drinks ,motorcycle ,40
C459,AGRRES11DEL03,27,4.8,27.163303,78.057044,27.303303,78.197044,Meal ,scooter ,18
9EEC,BANGRES09DEL03,32,5,12.934179,77.615797,12.994179,77.675797,Drinks ,motorcycle ,16
9782,PUNERES010DEL03,22,4.8,18.539299,73.897902,18.569299,73.927902,Drinks ,motorcycle ,20
7732,INDORES11DEL03,29,4.3,22.751234,75.88949,22.781234,75.91949,Drinks ,motorcycle ,44
B35B,HYDRES19DEL02,24,4.6,17.458998,78.500366,17.538998,78.580366,Snack ,motorcycle ,38
1C33,SURRES20DEL02,30,5,21.15276,72.778059,21.28276,72.908059,Drinks ,motorcycle ,37
1677,JAPRES05DEL01,25,4.5,26.905287,75.794592,26.915287,75.804592,Drinks ,scooter ,16
4351,BANGRES06DEL01,38,4.9,12.979096,77.640625,12.989096,77.650625,Buffet ,motorcycle ,26
3AD2,RANCHIRES02DEL03,26,4.9,0.0,0.0,0.06,0.06,Buffet ,electric_scooter ,14
20A1,SURRES12DEL03,35,4.2,21.183434,72.814492,21.243434,72.874492,Drinks ,motorcycle ,24
5BA0,MYSRES16DEL03,38,4.2,12.316967,76.603067,12.406967,76.693067,Meal ,scooter ,33
D8A7,BHPRES04DEL03,30,5,23.184992,77.417227,23.244992,77.477227,Meal ,motorcycle ,29
1557,MUMRES18DEL01,25,4.6,19.1093,72.825451,19.1793,72.895451,Drinks ,motorcycle ,45
1043,INDORES03DEL02,36,4.9,22.751857,75.866699,22.801857,75.916699,Meal ,motorcycle ,25
5B19,JAPRES16DEL03,24,4.5,26.849596,75.800512,26.879596,75.830512,Snack ,motorcycle ,18
2A32,VADRES03DEL02,20,4.6,22.32,73.17,22.45,73.3,Buffet ,motorcycle ,30
9E3B,JAPRES06DEL02,26,4.8,26.911927,75.797282,26.991927,75.877282,Snack ,motorcycle ,38
95CD,MUMRES02DEL02,36,4.6,19.221315,72.862381,19.301315,72.942381,Buffet ,scooter ,18
5BAC,MYSRES04DEL03,26,4.9,12.3085,76.665808,12.3385,76.695808,Buffet ,motorcycle ,28
84C2,CHENRES07DEL02,36,4.7,13.081878,80.248519,13.161878,80.328519,Drinks ,scooter ,28
A027,CHENRES08DEL01,20,4.6,13.022394,80.242439,13.092394,80.312439,Meal ,motorcycle ,30
C013,KNPRES010DEL01,29,4.6,-26.47775,-80.351569,26.48775,80.361569,Buffet ,motorcycle ,15
3AD1,MYSRES02DEL01,34,4.9,12.304569,76.643622,12.344569,76.683622,Buffet ,motorcycle ,29
AB3B,CHENRES05DEL02,28,4.7,13.058616,80.264151,13.138616,80.344151,Meal ,motorcycle ,22
68AC,RANCHIRES12DEL02,22,5,0.0,0.0,0.08,0.08,Drinks ,electric_scooter ,15
9DFA,INDORES14DEL01,22,4.8,22.761593,75.886362,22.771593,75.896362,Snack ,scooter ,13
3307,HYDRES15DEL01,31,4.9,17.45971,78.368855,17.46971,78.378855,Drinks ,scooter ,29
5091,MYSRES18DEL03,32,4.6,12.337928,76.617889,12.397928,76.677889,Meal ,scooter ,25
C48F,KNPRES03DEL01,29,4.6,26.469003,80.316344,26.579003,80.426344,Meal ,scooter ,16
A420,MUMRES11DEL01,30,4.8,18.994237,72.825553,19.034237,72.865553,Snack ,scooter ,29
6B2E,MYSRES18DEL01,22,5,12.337928,76.617889,12.347928,76.627889,Buffet ,scooter ,16
317C,BANGRES17DEL03,25,4.9,12.972532,77.608179,13.002532,77.638179,Drinks ,scooter ,17
68BA,JAPRES09DEL03,39,4.8,26.911378,75.789034,26.941378,75.819034,Buffet ,scooter ,30
7F88,INDORES11DEL01,30,4.1,22.751234,75.88949,22.861234,75.99949,Buffet ,motorcycle ,39
49F8,COIMBRES04DEL02,30,4.9,11.024839,77.007003,11.044839,77.027003,Meal ,motorcycle ,25
72F9,SURRES01DEL02,22,5,21.186438,72.794115,21.316438,72.924115,Drinks ,scooter ,10
99BB,SURRES09DEL01,39,4.7,21.175975,72.795503,21.215975,72.835503,Meal ,scooter ,29
E1D8,KNPRES01DEL03,20,5,26.483672,80.320708,26.623672,80.460708,Buffet ,scooter ,38
699A,PUNERES010DEL02,29,4.7,18.539299,73.897902,18.589299,73.947902,Meal ,scooter ,21
78A7,MUMRES08DEL03,24,4.6,19.065838,72.832658,19.095838,72.862658,Meal ,scooter ,11
507F,RANCHIRES06DEL01,33,4.9,23.357804,85.325146,23.467804,85.435146,Buffet ,scooter ,15
85E,BANGRES18DEL01,29,4.6,12.913041,77.683237,13.023041,77.793237,Buffet ,scooter ,29
7597,INDORES06DEL02,35,4,22.728163,75.884212,22.778163,75.934212,Buffet ,scooter ,37
2100,MYSRES17DEL01,26,4.7,12.326356,76.619103,12.396356,76.689103,Meal ,scooter ,19
9CC7,JAPRES12DEL01,25,4.9,26.902908,75.792934,27.012908,75.902934,Snack ,scooter ,16
CC78,KOCRES15DEL03,37,5,10.027364,76.308258,10.087364,76.368258,Drinks ,scooter ,27
72B1,SURRES17DEL03,38,4.9,21.149569,72.772697,21.209569,72.832697,Snack ,motorcycle ,26
9B9E,JAPRES20DEL03,38,4.5,26.956431,75.776649,27.096431,75.916649,Snack ,scooter ,36
B66,CHENRES19DEL03,32,4.3,12.986047,80.218114,13.046047,80.278114,Buffet ,motorcycle ,33
2B82,INDORES11DEL03,25,4.7,22.751234,75.88949,22.841234,75.97949,Snack ,motorcycle ,29
5D32,HYDRES16DEL02,38,4.6,17.440827,78.393391,17.490827,78.443391,Meal ,motorcycle ,46
9DA6,JAPRES04DEL02,33,4.2,26.902328,75.794257,26.952328,75.844257,Meal ,motorcycle ,46
4BC0,VADRES02DEL02,38,4.7,0.0,0.0,0.02,0.02,Drinks ,scooter ,10
C086,GOARES010DEL03,20,4.7,-15.546594,73.760431,15.606594,73.820431,Drinks ,motorcycle ,29
5.2E+01,VADRES01DEL02,35,4.6,22.307898,73.167788,22.437898,73.297788,Drinks ,scooter ,21
CE72,AGRRES09DEL02,23,4.8,0.0,0.0,0.02,0.02,Snack ,scooter ,18
8153,SURRES03DEL01,37,4,21.186884,72.793616,21.296884,72.903616,Snack ,motorcycle ,47
506F,INDORES09DEL02,29,4.4,22.725835,75.887648,22.745835,75.907648,Meal ,motorcycle ,18
9DC9,JAPRES03DEL01,30,4.8,26.913483,75.803139,27.023483,75.913139,Meal ,scooter ,22
861B,RANCHIRES14DEL01,24,4.8,0.0,0.0,0.11,0.11,Meal ,scooter ,27
8E5C,BANGRES15DEL02,31,4.6,12.975377,77.696664,13.055377,77.776664,Meal ,scooter ,24
B0B2,INDORES20DEL01,24,4.5,22.732225,75.874765,22.842225,75.984765,Buffet ,scooter ,23
8553,VADRES010DEL01,21,4.6,22.310329,73.169083,22.380329,73.239083,Meal ,motorcycle ,24
37B4,COIMBRES03DEL03,35,5,11.025083,77.015393,11.115083,77.105393,Snack ,scooter ,16
2363,MUMRES16DEL01,33,4.1,19.120083,72.907385,19.190083,72.977385,Drinks ,motorcycle ,41
7C78,MYSRES16DEL01,27,4.6,12.316967,76.603067,12.426967,76.713067,Buffet ,motorcycle ,41
3695,MYSRES010DEL01,39,4,12.321214,76.621094,12.391214,76.691094,Snack ,motorcycle ,38
7C01,MYSRES17DEL01,25,4.9,12.326356,76.619103,12.436356,76.729103,Buffet ,scooter ,13
7450,HYDRES05DEL02,24,4.6,17.433809,78.386744,17.453809,78.406744,Snack ,motorcycle ,20
C60,COIMBRES01DEL01,31,4,11.016298,76.972076,11.056298,77.012076,Meal ,motorcycle ,34
B112,MUMRES12DEL01,29,4.6,19.207222,72.972281,19.317222,73.082281,Drinks ,motorcycle ,37
9331,RANCHIRES13DEL03,25,4.6,23.374989,85.335486,23.464989,85.425486,Snack ,scooter ,16
5B28,MYSRES08DEL02,21,4.6,12.297954,76.665169,12.377954,76.745169,Buffet ,motorcycle ,34
7C4E,VADRES13DEL01,38,4.9,22.310237,73.158921,22.380237,73.228921,Buffet ,scooter ,23
BB36,BANGRES02DEL03,31,4.9,12.970221,77.645396,13.060221,77.735396,Meal ,scooter ,29
FB5,VADRES05DEL01,23,4.2,22.310526,73.170937,22.380526,73.240937,Buffet ,motorcycle ,35
6D6C,BANGRES15DEL02,35,4.8,12.975377,77.696664,13.025377,77.746664,Buffet ,motorcycle ,18
8720,VADRES11DEL03,39,4.4,22.308096,73.167753,22.338096,73.197753,Snack ,motorcycle ,31
CF05,AGRRES15DEL03,24,5,0.0,0.0,0.03,0.03,Snack ,motorcycle ,19
9A4C,MYSRES02DEL01,28,4.7,12.304569,76.643622,12.344569,76.683622,Snack ,motorcycle ,11
1EB8,VADRES12DEL02,29,4.6,0.0,0.0,0.05,0.05,Drinks ,motorcycle ,26
38DF,MUMRES14DEL02,27,4.6,19.1813,72.836191,19.2313,72.886191,Meal ,electric_scooter ,29
D9F3,LUDHRES01DEL03,37,4.8,30.873988,75.842739,30.963988,75.932739,Snack ,scooter ,27
DB47,LUDHRES02DEL03,27,4.6,0.0,0.0,0.06,0.06,Meal ,scooter ,15
A743,VADRES17DEL02,24,4.7,0.0,0.0,0.13,0.13,Snack ,scooter ,17
124A,PUNERES11DEL03,32,4.7,18.533811,73.899315,18.563811,73.929315,Drinks ,scooter ,30
1DB3,RANCHIRES20DEL02,33,4.1,23.39925,85.390464,23.52925,85.520464,Snack ,motorcycle ,32
6C6E,MUMRES010DEL03,36,4.7,19.003517,72.82765,19.033517,72.85765,Snack ,electric_scooter ,29
71B6,SURRES15DEL03,36,4.3,21.160522,72.771477,21.220522,72.831477,Drinks ,electric_scooter ,32
AADB,HYDRES17DEL02,22,4.7,17.451976,78.385883,17.501976,78.435883,Meal ,motorcycle ,23
2887,INDORES14DEL01,21,4.6,22.761593,75.886362,22.801593,75.926362,Buffet ,motorcycle ,26
BE42,PUNERES07DEL03,35,4.5,18.546947,73.900626,18.576947,73.930626,Drinks ,motorcycle ,27
63B5,INDORES09DEL02,34,4.8,22.725835,75.887648,22.855835,76.017648,Drinks ,motorcycle ,43
CC32,LUDHRES07DEL03,20,4.7,0.0,0.0,0.03,0.03,Buffet ,motorcycle ,17
A8D7,PUNERES12DEL03,22,4.7,18.520016,73.830547,18.580016,73.890547,Snack ,scooter ,16
AD18,MYSRES02DEL02,23,4.7,12.304569,76.643622,12.434569,76.773622,Drinks ,motorcycle ,16
E192,AGRRES15DEL01,22,4.5,0.0,0.0,0.04,0.04,Buffet ,scooter ,25
89A,MYSRES08DEL02,29,4.6,12.297954,76.665169,12.377954,76.745169,Snack ,electric_scooter ,36
8FC3,JAPRES16DEL03,23,4.7,26.849596,75.800512,26.989596,75.940512,Drinks ,motorcycle ,48
C5DD,AURGRES06DEL01,22,4.4,19.874449,75.360232,19.984449,75.470232,Snack ,motorcycle ,39
AADD,HYDRES15DEL02,33,4.5,17.45971,78.368855,17.53971,78.448855,Drinks ,scooter ,35
A0B9,PUNERES07DEL03,29,4.6,18.546947,73.900626,18.636947,73.990626,Meal ,motorcycle ,24
2604,INDORES07DEL02,20,4.6,22.722634,75.886959,22.852634,76.016959,Snack ,motorcycle ,26
B76C,VADRES12DEL02,37,4,0.0,0.0,0.08,0.08,Meal ,motorcycle ,39
1066,MYSRES05DEL01,29,4.6,12.323978,76.627961,12.363978,76.667961,Meal ,bicycle ,28
7C23,MYSRES07DEL03,20,4.7,12.325461,76.632278,12.385461,76.692278,Buffet ,motorcycle ,19
7F3D,COIMBRES13DEL02,24,4.4,11.003669,76.976494,11.023669,76.996494,Buffet ,motorcycle ,34
571B,COIMBRES04DEL01,20,4.9,11.024839,77.007003,11.034839,77.017003,Drinks ,motorcycle ,17
BCDF,COIMBRES06DEL03,28,4.7,11.021278,76.995017,11.111278,77.085017,Drinks ,scooter ,29
CF16,KNPRES15DEL03,32,4.8,26.482419,80.320939,26.572419,80.410939,Meal ,motorcycle ,44
BD64,INDORES010DEL01,36,4.8,22.75004,75.902847,22.76004,75.912847,Snack ,motorcycle ,27
4D56,RANCHIRES02DEL02,35,4.7,0.0,0.0,0.05,0.05,Buffet ,electric_scooter ,19
66BF,MUMRES09DEL02,23,4.7,18.994049,72.825203,19.044049,72.875203,Meal ,motorcycle ,19
6C44,SURRES12DEL01,22,4.8,21.183434,72.814492,21.253434,72.884492,Meal ,electric_scooter ,25
75BA,SURRES19DEL03,29,4.8,21.149669,72.772629,21.239669,72.862629,Drinks ,motorcycle ,30
B0D1,RANCHIRES18DEL01,23,4.5,23.351489,85.324253,23.361489,85.334253,Buffet ,motorcycle ,23
9DBB,VADRES02DEL01,27,4.4,0.0,0.0,0.07,0.07,Buffet ,electric_scooter ,35
A5A3,HYDRES11DEL02,28,4.8,17.430448,78.418213,17.450448,78.438213,Meal ,motorcycle ,19
470C,BANGRES17DEL02,22,4.7,12.972532,77.608179,13.022532,77.658179,Drinks ,motorcycle ,33
566,MYSRES20DEL02,29,4.6,-12.337978,76.616792,12.387978,76.666792,Snack ,electric_scooter ,33
74D3,COIMBRES01DEL03,37,4.9,11.016298,76.972076,11.046298,77.002076,Snack ,motorcycle ,22
AB82,VADRES16DEL01,28,4.3,0.0,0.0,0.04,0.04,Meal ,motorcycle ,31
3B21,MYSRES06DEL01,32,4.8,12.323994,76.626167,12.433994,76.736167,Meal ,motorcycle ,37
D6D5,ALHRES09DEL01,30,4.6,0.0,0.0,0.04,0.04,Buffet ,scooter ,19
4C2F,PUNERES19DEL03,20,4.6,18.563934,73.915367,18.593934,73.945367,Snack ,scooter ,10
5EC6,SURRES16DEL02,30,4.1,21.160437,72.774209,21.240437,72.854209,Meal ,motorcycle ,37
6A10,SURRES06DEL02,21,4.5,21.185047,72.80859,21.235047,72.85859,Meal ,motorcycle ,29
19DF,INDORES11DEL01,20,4.5,22.751234,75.88949,22.861234,75.99949,Drinks ,motorcycle ,19
D644,KOCRES11DEL01,34,4.8,10.006881,76.345397,10.116881,76.455397,Drinks ,scooter ,28
7298,MYSRES15DEL02,21,4.9,12.352058,76.60665,12.432058,76.68665,Drinks ,motorcycle ,25
F2C,VADRES14DEL02,21,4.5,22.311603,73.165012,22.391603,73.245012,Meal ,motorcycle ,32
ADCB,COIMBRES03DEL02,28,4.9,11.025083,77.015393,11.105083,77.095393,Meal ,scooter ,17
4181,HYDRES06DEL03,39,4.6,17.455894,78.375467,17.545894,78.465467,Snack ,motorcycle ,30
9D9C,JAPRES16DEL01,33,4.4,26.849596,75.800512,26.889596,75.840512,Buffet ,motorcycle ,32
1984,COIMBRES03DEL01,34,4.5,11.025083,77.015393,11.095083,77.085393,Buffet ,motorcycle ,29
2460,RANCHIRES01DEL03,33,5,23.416792,85.316842,23.506792,85.406842,Buffet ,motorcycle ,33
BE89,MUMRES18DEL02,23,4.5,19.1093,72.825451,19.1293,72.845451,Meal ,electric_scooter ,18
7DDF,BANGRES02DEL01,37,4.9,12.970221,77.645396,13.010221,77.685396,Drinks ,motorcycle ,38
7B07,MUMRES07DEL01,38,4.1,19.091458,72.827808,19.161458,72.897808,Snack ,electric_scooter ,32
35EC,MUMRES16DEL01,35,4.1,19.120083,72.907385,19.230083,73.017385,Buffet ,motorcycle ,38
C6BB,LUDHRES18DEL03,34,5,30.890184,75.829615,30.920184,75.859615,Meal ,scooter ,20
A925,HYDRES14DEL01,27,4.3,17.426228,78.407495,17.496228,78.477495,Meal ,motorcycle ,32
182F,RANCHIRES09DEL02,20,4.6,23.351058,85.325731,23.371058,85.345731,Drinks ,scooter ,13
CB99,GOARES05DEL02,37,4.7,0.0,0.0,0.05,0.05,Drinks ,scooter ,15
7B2D,INDORES06DEL02,22,5,22.728163,75.884212,22.858163,76.014212,Drinks ,motorcycle ,15
1630,JAPRES04DEL02,38,5,26.902328,75.794257,26.952328,75.844257,Buffet ,electric_scooter ,16
10D6,SURRES13DEL03,36,4.6,21.170096,72.789122,21.200096,72.819122,Snack ,scooter ,25
B849,PUNERES13DEL02,27,4.6,18.56245,73.916619,18.61245,73.966619,Drinks ,electric_scooter ,10
E45,SURRES13DEL02,36,4.6,21.170096,72.789122,21.190096,72.809122,Meal ,electric_scooter ,25
B47E,RANCHIRES16DEL01,32,4.6,23.371292,85.327872,23.441292,85.397872,Snack ,motorcycle ,46
7A87,BANGRES01DEL03,20,4.8,12.933284,77.615428,12.963284,77.645428,Buffet ,scooter ,21
C885,AURGRES05DEL02,31,4.3,19.875522,75.367127,20.005522,75.497127,Buffet ,motorcycle ,37
E95,CHENRES11DEL02,20,4.7,13.064181,80.236442,13.114181,80.286442,Drinks ,motorcycle ,16
7638,INDORES15DEL02,32,4.9,22.760072,75.892574,22.780072,75.912574,Meal ,motorcycle ,29
4F16,VADRES16DEL03,30,4.9,0.0,0.0,0.09,0.09,Buffet ,motorcycle ,53
81D7,PUNERES16DEL02,22,4.8,18.536718,73.830327,18.586718,73.880327,Drinks ,scooter ,12
A22D,PUNERES14DEL01,25,4.9,18.516216,73.842527,18.526216,73.852527,Drinks ,scooter ,13
72D,MUMRES08DEL02,29,4.6,19.065838,72.832658,19.195838,72.962658,Drinks ,motorcycle ,30
3641,JAPRES09DEL03,29,4.8,26.911378,75.789034,26.941378,75.819034,Drinks ,motorcycle ,25
EA8,COIMBRES18DEL02,20,4.8,11.02091,76.940432,11.10091,77.020432,Buffet ,motorcycle ,38
7B13,HYDRES19DEL02,32,4.6,17.458998,78.500366,17.538998,78.580366,Buffet ,scooter ,26
5.5E+06,MUMRES03DEL01,32,4.8,19.22384,72.841347,19.26384,72.881347,Drinks ,motorcycle ,29
A101,JAPRES13DEL02,30,4.9,26.846156,75.8023,26.896156,75.8523,Drinks ,motorcycle ,23
102A,VADRES14DEL02,38,4.8,22.311603,73.165012,22.331603,73.185012,Buffet ,scooter ,16
E1A5,DEHRES13DEL01,31,4.5,30.366322,78.070453,30.476322,78.180453,Buffet ,motorcycle ,39
DB73,DEHRES06DEL03,39,4,30.361281,78.068022,30.421281,78.128022,Snack ,motorcycle ,37
69AC,INDORES11DEL02,32,4.6,22.751234,75.88949,22.801234,75.93949,Meal ,motorcycle ,29
5A45,COIMBRES03DEL01,32,4.9,11.025083,77.015393,11.035083,77.025393,Meal ,motorcycle ,24
472E,VADRES010DEL01,35,4.9,22.310329,73.169083,22.320329,73.179083,Snack ,scooter ,25
804A,RANCHIRES09DEL02,27,4.9,23.351058,85.325731,23.401058,85.375731,Meal ,scooter ,20
7C19,VADRES08DEL02,30,4.2,0.0,0.0,0.05,0.05,Buffet ,motorcycle ,44
20D3,INDORES20DEL03,22,4.9,22.732225,75.874765,22.792225,75.934765,Meal ,scooter ,18
8029,COIMBRES05DEL03,29,4.5,11.022169,76.999594,11.112169,77.089594,Drinks ,motorcycle ,23
6A01,PUNERES07DEL03,36,4.1,18.546947,73.900626,18.606947,73.960626,Buffet ,motorcycle ,24
2B00,VADRES09DEL03,39,4.6,0.0,0.0,0.06,0.06,Drinks ,scooter ,26
8CC8,JAPRES04DEL01,29,4.7,26.902328,75.794257,26.942328,75.834257,Snack ,motorcycle ,26
3319,SURRES20DEL03,25,4.9,21.15276,72.778059,21.24276,72.868059,Meal ,motorcycle ,19
8271,BANGRES12DEL03,32,4,12.939496,77.625999,13.029496,77.715999,Snack ,motorcycle ,40
1122,SURRES15DEL01,31,4,21.160522,72.771477,21.230522,72.841477,Drinks ,motorcycle ,44
9E+75,HYDRES07DEL02,22,4.8,17.424114,78.347554,17.444114,78.367554,Buffet ,motorcycle ,15
2F86,COIMBRES15DEL02,20,4.9,11.006686,76.951736,11.136686,77.081736,Snack ,scooter ,26
D6B,VADRES18DEL01,29,4.6,0.0,0.0,0.01,0.01,Drinks ,motorcycle ,19
6A50,MUMRES13DEL03,22,4.7,19.178321,72.834715,19.208321,72.864715,Meal ,scooter ,24
4B27,JAPRES04DEL01,20,4.9,26.902328,75.794257,26.942328,75.834257,Meal ,scooter ,14
36DC,MYSRES13DEL02,30,4.9,12.310972,76.659264,12.360972,76.709264,Drinks ,electric_scooter ,34
489D,JAPRES05DEL03,23,4.8,26.905287,75.794592,26.965287,75.854592,Meal ,scooter ,24
7B96,BANGRES12DEL01,28,4.8,12.939496,77.625999,13.049496,77.735999,Snack ,motorcycle ,15
7421,CHENRES01DEL02,30,5,13.005801,80.250744,13.055801,80.300744,Snack ,motorcycle ,25
C3A8,KNPRES19DEL03,25,4.8,26.49095,80.318656,26.55095,80.378656,Drinks ,scooter ,14
C06A,DEHRES12DEL02,37,4.7,0.0,0.0,0.05,0.05,Snack ,scooter ,18
E0AB,KNPRES09DEL03,28,4.6,26.473698,80.352677,26.533698,80.412677,Snack ,motorcycle ,11
6624,SURRES15DEL01,25,4.7,21.160522,72.771477,21.230522,72.841477,Buffet ,scooter ,19
43CF,COIMBRES04DEL02,27,4.7,11.024839,77.007003,11.044839,77.027003,Snack ,motorcycle ,15
C9D2,GOARES19DEL03,35,4.6,0.0,0.0,0.09,0.09,Meal ,scooter ,23
6C22,COIMBRES05DEL03,21,4.8,11.022169,76.999594,11.082169,77.059594,Meal ,scooter ,13
58B4,INDORES18DEL01,24,4.9,22.753839,75.897429,22.863838,76.007429,Meal ,scooter ,24
3638,JAPRES15DEL01,22,4.6,26.891191,75.802083,27.001191,75.912083,Meal ,motorcycle ,23
8BFA,INDORES010DEL02,38,4.9,22.75004,75.902847,22.80004,75.952847,Snack ,motorcycle ,29
7B31,HYDRES18DEL03,27,4.1,17.450851,78.379347,17.480851,78.409347,Drinks ,motorcycle ,22
CEAD,LUDHRES15DEL03,26,4.5,30.899584,75.809346,30.929584,75.839346,Snack ,electric_scooter ,19
A62C,MYSRES18DEL02,21,4.8,12.337928,76.617889,12.357928,76.637889,Meal ,motorcycle ,13
A563,COIMBRES16DEL02,32,4.5,11.010375,76.95295,11.030375,76.97295,Drinks ,motorcycle ,28
C3A1,ALHRES07DEL03,35,4.6,25.449659,81.839744,25.479659,81.869744,Meal ,scooter ,21
B77B,MUMRES05DEL02,29,4.9,18.927584,72.832585,19.007584,72.912585,Buffet ,motorcycle ,29
58CF,CHENRES010DEL03,23,4.5,13.066762,80.251865,13.096762,80.281865,Drinks ,motorcycle ,27
6487,RANCHIRES05DEL01,31,4.9,23.355164,85.324097,23.395164,85.364097,Buffet ,motorcycle ,30
9D1,CHENRES07DEL01,20,4.8,13.081878,80.248519,13.121878,80.288519,Drinks ,electric_scooter ,20
2846,PUNERES03DEL01,39,4.8,18.554382,73.798206,18.594382,73.838206,Buffet ,scooter ,29
8240,HYDRES07DEL02,33,4.9,17.424114,78.347554,17.474114,78.397554,Snack ,motorcycle ,26
1D1B,HYDRES13DEL02,28,4.8,17.431477,78.40035,17.481477,78.45035,Snack ,motorcycle ,18
C649,KOLRES13DEL03,22,4.9,22.553227,88.353273,22.613227,88.413273,Meal ,motorcycle ,25
158C,HYDRES09DEL01,34,4.7,17.431668,78.408321,17.441668,78.418321,Meal ,motorcycle ,44
2A1B,CHENRES06DEL03,26,4.8,13.054347,80.257221,13.084347,80.287221,Meal ,motorcycle ,26
3.9E+02,COIMBRES010DEL01,21,4.9,11.003008,76.97544,11.113008,77.08544,Meal ,motorcycle ,38
AC94,RANCHIRES17DEL03,22,4.9,23.374878,85.335739,23.434878,85.395739,Snack ,motorcycle ,12
A8E0,BANGRES08DEL03,30,4.7,12.906229,77.596791,12.936229,77.626791,Meal ,motorcycle ,29
17CC,JAPRES05DEL02,23,4.7,26.905287,75.794592,27.035287,75.924592,Meal ,electric_scooter ,38
BA4D,CHENRES14DEL01,33,4.2,13.026279,80.174568,13.036279,80.184568,Buffet ,motorcycle ,33
8598,MYSRES09DEL01,36,4.3,12.323194,76.630583,12.433194,76.740583,Snack ,scooter ,35
89FB,RANCHIRES11DEL03,29,5,23.359194,85.325447,23.419194,85.385447,Meal ,motorcycle ,20
BE99,BANGRES14DEL01,36,4.9,12.949934,77.699386,12.959934,77.709386,Drinks ,motorcycle ,21
65A,BANGRES02DEL01,27,5,12.970221,77.645396,13.010221,77.685396,Meal ,motorcycle ,26
551,CHENRES19DEL03,29,4.6,12.986047,80.218114,13.016047,80.248114,Meal ,motorcycle ,32
9A98,COIMBRES06DEL03,30,4.9,11.021278,76.995017,11.081278,77.055017,Buffet ,scooter ,34
A5B3,MYSRES16DEL02,39,4.1,12.316967,76.603067,12.366967,76.653067,Snack ,motorcycle ,32
BF45,DEHRES14DEL03,29,4.6,30.319528,78.040267,30.349528,78.070267,Drinks ,motorcycle ,27
438E,PUNERES010DEL02,33,4.9,18.539299,73.897902,18.559299,73.917902,Meal ,motorcycle ,21
45B4,VADRES09DEL03,31,4.9,0.0,0.0,0.09,0.09,Buffet ,scooter ,29
B036,PUNERES01DEL03,31,4.8,18.569156,73.774723,18.629156,73.834723,Buffet ,scooter ,18
206E,MYSRES19DEL01,24,4.5,12.334022,76.618203,12.444022,76.728203,Buffet ,scooter ,25
A378,HYDRES08DEL01,21,5,17.438263,78.397865,17.508263,78.467865,Snack ,motorcycle ,18
CF10,BHPRES08DEL02,27,4.6,23.232537,77.429845,23.252537,77.449845,Snack ,scooter ,18
BFE3,ALHRES20DEL02,38,4.7,25.454697,81.834492,25.504697,81.884492,Meal ,motorcycle ,29
828A,MYSRES20DEL02,31,4.8,12.337978,76.616792,12.357978,76.636792,Buffet ,motorcycle ,21
53F2,PUNERES02DEL02,29,5,18.55144,73.804855,18.60144,73.854855,Buffet ,scooter ,19
81FF,INDORES03DEL03,39,4.8,22.751857,75.866699,22.781857,75.896699,Snack ,motorcycle ,39
36EF,VADRES03DEL02,29,4.9,22.32,73.17,22.37,73.22,Drinks ,motorcycle ,15
B7A2,HYDRES05DEL01,30,5,17.433809,78.386744,17.443809,78.396744,Snack ,scooter ,17
